BAY,BAM,BTM,Gender,Score,SAY,SAM,STM,Diff,SLD
5,3,63,F,23,7,3,87,24,Well
5,3,63,F,24,7,4,88,25,Well
5,3,63,F,25,7,5,89,26,Well
5,3,63,F,26,7,6,90,27,Well
5,3,63,F,27,7,7,91,28,Well
5,3,63,F,28,7,8,92,29,Well
5,3,63,F,29,7,9,93,30,Well
5,3,63,F,30,8,0,96,33,Well
5,3,63,F,31,8,1,97,34,Well
5,3,63,F,32,8,2,98,35,Well
5,3,63,F,33,8,3,99,36,Well
5,3,63,F,34,8,4,100,37,Well
5,3,63,F,35,8,5,101,38,Well
5,3,63,F,36,8,6,102,39,Well
5,3,63,F,37,8,7,103,40,Well
5,3,63,F,38,8,8,104,41,Well
5,3,63,F,39,8,9,105,42,Well
5,3,63,F,40,9,0,108,45,Well
5,3,63,F,41,9,1,109,46,Well
5,3,63,F,42,9,2,110,47,Well
5,3,63,F,43,9,3,111,48,Well
5,3,63,F,44,9,4,112,49,Well
5,3,63,F,45,9,5,113,50,Well
5,3,63,F,46,9,6,114,51,Well
5,3,63,F,47,9,7,115,52,Well
5,3,63,F,48,9,8,116,53,Well
5,3,63,F,49,9,9,117,54,Well
5,3,63,F,50,10,0,120,57,Well
5,3,63,F,51,10,1,121,58,Well
5,3,63,F,52,10,2,122,59,Well
5,3,63,F,53,10,3,123,60,Well
5,3,63,F,54,10,4,124,61,Well
5,3,63,F,55,10,5,125,62,Well
5,3,63,F,56,10,6,126,63,Well
5,3,63,F,57,10,7,127,64,Well
5,3,63,F,58,10,8,128,65,Well
5,3,63,F,59,10,9,129,66,Well
5,3,63,F,60,11,0,132,69,Well
5,3,63,F,61,11,1,133,70,Well
5,3,63,F,62,11,2,134,71,Well
5,3,63,F,63,11,3,135,72,Well
5,3,63,F,64,11,4,136,73,Well
5,3,63,F,65,11,5,137,74,Well
5,3,63,F,66,11,6,138,75,Well
5,3,63,F,67,11,7,139,76,Well
5,3,63,F,68,11,8,140,77,Well
5,3,63,F,69,11,9,141,78,Well
5,3,63,F,70,12,0,144,81,Well
5,3,63,F,71,12,1,145,82,Well
5,3,63,F,72,12,2,146,83,Well
5,3,63,F,73,12,3,147,84,Well
5,3,63,F,74,12,4,148,85,Well
5,3,63,F,75,12,5,149,86,Well
5,3,63,F,76,12,6,150,87,Well
5,3,63,F,77,12,7,151,88,Well
5,3,63,F,78,12,8,152,89,Well
5,3,63,F,79,12,9,153,90,Well
5,3,63,F,80,13,0,156,93,Well
5,3,63,F,81,13,1,157,94,Well
5,3,63,F,82,13,2,158,95,Well
5,3,63,F,83,13,3,159,96,Well
5,3,63,F,84,13,4,160,97,Well
5,3,63,F,85,13,5,161,98,Well
5,3,63,F,86,13,6,162,99,Well
5,3,63,F,87,13,7,163,100,Well
5,3,63,F,88,13,8,164,101,Well
5,3,63,F,89,13,9,165,102,Well
5,3,63,F,90,14,0,168,105,Well
5,3,63,F,91,14,1,169,106,Well
5,3,63,F,92,14,2,170,107,Well
5,3,63,F,93,14,3,171,108,Well
5,3,63,F,94,14,4,172,109,Well
5,3,63,F,95,14,5,173,110,Well
5,3,63,F,96,14,6,174,111,Well
5,3,63,F,97,14,7,175,112,Well
5,3,63,F,98,14,8,176,113,Well
5,3,63,F,99,14,9,177,114,Well
5,3,63,F,100,15,0,180,117,Well
5,4,64,F,0,5,0,60,-4,Mild
5,4,64,F,1,5,1,61,-3,Mild
5,4,64,F,2,5,2,62,-2,Mild
5,4,64,F,3,5,3,63,-1,Mild
5,4,64,F,4,5,4,64,0,Neutral
5,4,64,F,5,5,5,65,1,Good
5,4,64,F,6,5,6,66,2,Good
5,4,64,F,7,5,7,67,3,Good
5,4,64,F,8,5,8,68,4,Good
5,4,64,F,9,5,9,69,5,Good
5,4,64,F,10,6,0,72,8,Well
5,4,64,F,11,6,1,73,9,Well
5,4,64,F,12,6,2,74,10,Well
5,4,64,F,13,6,3,75,11,Well
5,4,64,F,14,6,4,76,12,Well
5,4,64,F,15,6,5,77,13,Well
5,4,64,F,16,6,6,78,14,Well
5,4,64,F,17,6,7,79,15,Well
5,4,64,F,18,6,8,80,16,Well
5,4,64,F,19,6,9,81,17,Well
5,4,64,F,20,7,0,84,20,Well
5,4,64,F,21,7,1,85,21,Well
5,4,64,F,22,7,2,86,22,Well
5,4,64,F,23,7,3,87,23,Well
5,4,64,F,24,7,4,88,24,Well
5,4,64,F,25,7,5,89,25,Well
5,4,64,F,26,7,6,90,26,Well
5,4,64,F,27,7,7,91,27,Well
5,4,64,F,28,7,8,92,28,Well
5,4,64,F,29,7,9,93,29,Well
5,4,64,F,30,8,0,96,32,Well
5,4,64,F,31,8,1,97,33,Well
5,4,64,F,32,8,2,98,34,Well
5,4,64,F,33,8,3,99,35,Well
5,4,64,F,34,8,4,100,36,Well
5,4,64,F,35,8,5,101,37,Well
5,4,64,F,36,8,6,102,38,Well
5,4,64,F,37,8,7,103,39,Well
5,4,64,F,38,8,8,104,40,Well
5,4,64,F,39,8,9,105,41,Well
5,4,64,F,40,9,0,108,44,Well
5,4,64,F,41,9,1,109,45,Well
5,4,64,F,42,9,2,110,46,Well
5,4,64,F,43,9,3,111,47,Well
5,4,64,F,44,9,4,112,48,Well
5,4,64,F,45,9,5,113,49,Well
5,4,64,F,46,9,6,114,50,Well
5,4,64,F,47,9,7,115,51,Well
5,4,64,F,48,9,8,116,52,Well
5,4,64,F,49,9,9,117,53,Well
5,4,64,F,50,10,0,120,56,Well
5,4,64,F,51,10,1,121,57,Well
5,4,64,F,52,10,2,122,58,Well
5,4,64,F,53,10,3,123,59,Well
5,4,64,F,54,10,4,124,60,Well
5,4,64,F,55,10,5,125,61,Well
5,4,64,F,56,10,6,126,62,Well
5,4,64,F,57,10,7,127,63,Well
5,4,64,F,58,10,8,128,64,Well
5,4,64,F,59,10,9,129,65,Well
5,4,64,F,60,11,0,132,68,Well
5,4,64,F,61,11,1,133,69,Well
5,4,64,F,62,11,2,134,70,Well
5,4,64,F,63,11,3,135,71,Well
5,4,64,F,64,11,4,136,72,Well
5,4,64,F,65,11,5,137,73,Well
5,4,64,F,66,11,6,138,74,Well
5,4,64,F,67,11,7,139,75,Well
5,4,64,F,68,11,8,140,76,Well
5,4,64,F,69,11,9,141,77,Well
5,4,64,F,70,12,0,144,80,Well
5,4,64,F,71,12,1,145,81,Well
5,4,64,F,72,12,2,146,82,Well
5,4,64,F,73,12,3,147,83,Well
5,4,64,F,74,12,4,148,84,Well
5,4,64,F,75,12,5,149,85,Well
5,4,64,F,76,12,6,150,86,Well
5,4,64,F,77,12,7,151,87,Well
5,4,64,F,78,12,8,152,88,Well
5,4,64,F,79,12,9,153,89,Well
5,4,64,F,80,13,0,156,92,Well
5,4,64,F,81,13,1,157,93,Well
5,4,64,F,82,13,2,158,94,Well
5,4,64,F,83,13,3,159,95,Well
5,4,64,F,84,13,4,160,96,Well
5,4,64,F,85,13,5,161,97,Well
5,4,64,F,86,13,6,162,98,Well
5,4,64,F,87,13,7,163,99,Well
5,4,64,F,88,13,8,164,100,Well
5,4,64,F,89,13,9,165,101,Well
5,4,64,F,90,14,0,168,104,Well
5,4,64,F,91,14,1,169,105,Well
5,4,64,F,92,14,2,170,106,Well
5,4,64,F,93,14,3,171,107,Well
5,4,64,F,94,14,4,172,108,Well
5,4,64,F,95,14,5,173,109,Well
5,4,64,F,96,14,6,174,110,Well
5,4,64,F,97,14,7,175,111,Well
5,4,64,F,98,14,8,176,112,Well
5,4,64,F,99,14,9,177,113,Well
5,4,64,F,100,15,0,180,116,Well
5,5,65,F,0,5,0,60,-5,Mild
5,5,65,F,1,5,1,61,-4,Mild
5,5,65,F,2,5,2,62,-3,Mild
5,5,65,F,3,5,3,63,-2,Mild
5,5,65,F,4,5,4,64,-1,Mild
5,5,65,F,5,5,5,65,0,Neutral
5,5,65,F,6,5,6,66,1,Good
5,5,65,F,7,5,7,67,2,Good
5,5,65,F,8,5,8,68,3,Good
5,5,65,F,9,5,9,69,4,Good
5,5,65,F,10,6,0,72,7,Well
5,5,65,F,11,6,1,73,8,Well
5,5,65,F,12,6,2,74,9,Well
5,5,65,F,13,6,3,75,10,Well
5,5,65,F,14,6,4,76,11,Well
5,5,65,F,15,6,5,77,12,Well
5,5,65,F,16,6,6,78,13,Well
5,5,65,F,17,6,7,79,14,Well
5,5,65,F,18,6,8,80,15,Well
5,5,65,F,19,6,9,81,16,Well
5,5,65,F,20,7,0,84,19,Well
5,5,65,F,21,7,1,85,20,Well
5,5,65,F,22,7,2,86,21,Well
5,5,65,F,23,7,3,87,22,Well
5,5,65,F,24,7,4,88,23,Well
5,5,65,F,25,7,5,89,24,Well
5,5,65,F,26,7,6,90,25,Well
5,5,65,F,27,7,7,91,26,Well
5,5,65,F,28,7,8,92,27,Well
5,5,65,F,29,7,9,93,28,Well
5,5,65,F,30,8,0,96,31,Well
5,5,65,F,31,8,1,97,32,Well
5,5,65,F,32,8,2,98,33,Well
5,5,65,F,33,8,3,99,34,Well
5,5,65,F,34,8,4,100,35,Well
5,5,65,F,35,8,5,101,36,Well
5,5,65,F,36,8,6,102,37,Well
5,5,65,F,37,8,7,103,38,Well
5,5,65,F,38,8,8,104,39,Well
5,5,65,F,39,8,9,105,40,Well
5,5,65,F,40,9,0,108,43,Well
5,5,65,F,41,9,1,109,44,Well
5,5,65,F,42,9,2,110,45,Well
5,5,65,F,43,9,3,111,46,Well
5,5,65,F,44,9,4,112,47,Well
5,5,65,F,45,9,5,113,48,Well
5,5,65,F,46,9,6,114,49,Well
5,5,65,F,47,9,7,115,50,Well
5,5,65,F,48,9,8,116,51,Well
5,5,65,F,49,9,9,117,52,Well
5,5,65,F,50,10,0,120,55,Well
5,5,65,F,51,10,1,121,56,Well
5,5,65,F,52,10,2,122,57,Well
5,5,65,F,53,10,3,123,58,Well
5,5,65,F,54,10,4,124,59,Well
5,5,65,F,55,10,5,125,60,Well
5,5,65,F,56,10,6,126,61,Well
5,5,65,F,57,10,7,127,62,Well
5,5,65,F,58,10,8,128,63,Well
5,5,65,F,59,10,9,129,64,Well
5,5,65,F,60,11,0,132,67,Well
5,5,65,F,61,11,1,133,68,Well
5,5,65,F,62,11,2,134,69,Well
5,5,65,F,63,11,3,135,70,Well
5,5,65,F,64,11,4,136,71,Well
5,5,65,F,65,11,5,137,72,Well
5,5,65,F,66,11,6,138,73,Well
5,5,65,F,67,11,7,139,74,Well
5,5,65,F,68,11,8,140,75,Well
5,5,65,F,69,11,9,141,76,Well
5,5,65,F,70,12,0,144,79,Well
5,5,65,F,71,12,1,145,80,Well
5,5,65,F,72,12,2,146,81,Well
5,5,65,F,73,12,3,147,82,Well
5,5,65,F,74,12,4,148,83,Well
5,5,65,F,75,12,5,149,84,Well
5,5,65,F,76,12,6,150,85,Well
5,5,65,F,77,12,7,151,86,Well
5,5,65,F,78,12,8,152,87,Well
5,5,65,F,79,12,9,153,88,Well
5,5,65,F,80,13,0,156,91,Well
5,5,65,F,81,13,1,157,92,Well
5,5,65,F,82,13,2,158,93,Well
5,5,65,F,83,13,3,159,94,Well
5,5,65,F,84,13,4,160,95,Well
5,5,65,F,85,13,5,161,96,Well
5,5,65,F,86,13,6,162,97,Well
5,5,65,F,87,13,7,163,98,Well
5,5,65,F,88,13,8,164,99,Well
5,5,65,F,89,13,9,165,100,Well
5,5,65,F,90,14,0,168,103,Well
5,5,65,F,91,14,1,169,104,Well
5,5,65,F,92,14,2,170,105,Well
5,5,65,F,93,14,3,171,106,Well
5,5,65,F,94,14,4,172,107,Well
5,5,65,F,95,14,5,173,108,Well
5,5,65,F,96,14,6,174,109,Well
5,5,65,F,97,14,7,175,110,Well
5,5,65,F,98,14,8,176,111,Well
5,5,65,F,99,14,9,177,112,Well
5,5,65,F,100,15,0,180,115,Well
5,6,66,F,0,5,0,60,-6,Severe
5,6,66,F,1,5,1,61,-5,Mild
5,6,66,F,2,5,2,62,-4,Mild
5,6,66,F,3,5,3,63,-3,Mild
5,6,66,F,4,5,4,64,-2,Mild
5,6,66,F,5,5,5,65,-1,Mild
5,6,66,F,6,5,6,66,0,Neutral
5,6,66,F,7,5,7,67,1,Good
5,6,66,F,8,5,8,68,2,Good
5,6,66,F,9,5,9,69,3,Good
5,6,66,F,10,6,0,72,6,Well
5,6,66,F,11,6,1,73,7,Well
5,6,66,F,12,6,2,74,8,Well
5,6,66,F,13,6,3,75,9,Well
5,6,66,F,14,6,4,76,10,Well
5,6,66,F,15,6,5,77,11,Well
5,6,66,F,16,6,6,78,12,Well
5,6,66,F,17,6,7,79,13,Well
5,6,66,F,18,6,8,80,14,Well
5,6,66,F,19,6,9,81,15,Well
5,6,66,F,20,7,0,84,18,Well
5,6,66,F,21,7,1,85,19,Well
5,6,66,F,22,7,2,86,20,Well
5,6,66,F,23,7,3,87,21,Well
5,6,66,F,24,7,4,88,22,Well
5,6,66,F,25,7,5,89,23,Well
5,6,66,F,26,7,6,90,24,Well
5,6,66,F,27,7,7,91,25,Well
5,6,66,F,28,7,8,92,26,Well
5,6,66,F,29,7,9,93,27,Well
5,6,66,F,30,8,0,96,30,Well
5,6,66,F,31,8,1,97,31,Well
5,6,66,F,32,8,2,98,32,Well
5,6,66,F,33,8,3,99,33,Well
5,6,66,F,34,8,4,100,34,Well
5,6,66,F,35,8,5,101,35,Well
5,6,66,F,36,8,6,102,36,Well
5,6,66,F,37,8,7,103,37,Well
5,6,66,F,38,8,8,104,38,Well
5,6,66,F,39,8,9,105,39,Well
5,6,66,F,40,9,0,108,42,Well
5,6,66,F,41,9,1,109,43,Well
5,6,66,F,42,9,2,110,44,Well
5,6,66,F,43,9,3,111,45,Well
5,6,66,F,44,9,4,112,46,Well
5,6,66,F,45,9,5,113,47,Well
5,6,66,F,46,9,6,114,48,Well
5,6,66,F,47,9,7,115,49,Well
5,6,66,F,48,9,8,116,50,Well
5,6,66,F,49,9,9,117,51,Well
5,6,66,F,50,10,0,120,54,Well
5,6,66,F,51,10,1,121,55,Well
5,6,66,F,52,10,2,122,56,Well
5,6,66,F,53,10,3,123,57,Well
